iter	Logloss
496	0.3407306071
497	0.340330061
498	0.3400731749
499	0.3397843002
500	0.3395873615
501	0.3391515294
502	0.3388099525
503	0.3383255135
504	0.3379810002
505	0.3377237476
506	0.3373109993
507	0.3370476106
508	0.3367654401
509	0.3365696414
510	0.3363810153
511	0.3361883333
512	0.336040347
513	0.3358234935
514	0.3356182042
515	0.3353374158
516	0.3350987094
517	0.3348944519
518	0.3346003215
519	0.3342877098
520	0.3339936453
521	0.3338182948
522	0.3334200109
523	0.3329511589
524	0.3326104033
525	0.3323589201
526	0.3320379998
527	0.3317840615
528	0.3314394856
529	0.3312229175
530	0.3309334819
531	0.3305127269
532	0.3301557222
533	0.3300255456
534	0.3297498177
535	0.3294228992
536	0.3292450355
537	0.3288267076
538	0.3285454057
539	0.3282732583
540	0.3280903834
541	0.327868647
542	0.3276428103
543	0.3273438669
544	0.3271881644
545	0.3269478914
546	0.3265939845
547	0.326223594
548	0.3259178664
549	0.3257100796
550	0.3254282032
551	0.3251981797
552	0.3248549146
553	0.3245326522
554	0.3244211757
555	0.3240774695
556	0.3237025668
557	0.3234569726
558	0.3232383002
559	0.3229040405
560	0.3226535098
561	0.322457768
562	0.3222446662
563	0.321983939
564	0.3216634051
565	0.3213966323
566	0.321265272
567	0.3211153157
568	0.3208613663
569	0.3205485733
570	0.3202994537
571	0.320161822
572	0.3199687227
573	0.319767321
574	0.3193367175
575	0.3189284809
576	0.3185624036
577	0.318187682
578	0.3177818745
579	0.3175323134
580	0.3172766506
581	0.3171029989
582	0.3168893518
583	0.3166748065
584	0.31646762
585	0.3162326661
586	0.316014944
587	0.3157182017
588	0.3153560702
589	0.3150847817
590	0.314798019
591	0.3146092636
592	0.3143002759
593	0.3139582841
594	0.3135742442
595	0.3132464416
596	0.3130297778
597	0.3127719595
598	0.3125282372
599	0.3122320935
600	0.3119376082
601	0.3117334076
602	0.3115352555
603	0.311293866
604	0.31110246
605	0.3108688894
606	0.3105306751
607	0.3103384686
608	0.3101128452
609	0.3098072557
610	0.3095660407
611	0.3093094136
612	0.3090802594
613	0.3087269796
614	0.3085445427
615	0.3083003359
616	0.3080513548
617	0.307875313
618	0.3076996128
619	0.3073969203
620	0.3071488602
621	0.3069726028
622	0.306797291
623	0.3065896192
624	0.3063548339
625	0.306137685
626	0.3058706822
627	0.3056121204
628	0.3053621216
629	0.3051316147
630	0.3049313195
631	0.3047039055
632	0.3045766567
633	0.3043714011
634	0.3040882097
635	0.3039435283
636	0.3037900463
637	0.3035825346
638	0.3032717871
639	0.3030732367
640	0.3027790789
641	0.3025315298
642	0.302265548
643	0.3020306562
644	0.3018864523
645	0.3016661313
646	0.3015296129
647	0.3013539641
648	0.3011400144
649	0.3008268258
650	0.3005929039
651	0.3003924568
652	0.3001142984
653	0.2998839127
654	0.2996590102
655	0.2993548127
656	0.2990827241
657	0.2988597147
658	0.2986018894
659	0.2984388121
660	0.2982852218
661	0.2980804569
662	0.2977639181
663	0.2975125271
664	0.2972629566
665	0.2969873381
666	0.2968679783
667	0.2967048196
668	0.2964725373
669	0.2963278695
670	0.296165767
671	0.2960441002
672	0.2959226439
673	0.2957477019
674	0.2956197659
675	0.2953554129
676	0.2952000771
677	0.2950613306
678	0.2949052676
679	0.294758734
680	0.2945741595
681	0.2944161123
682	0.2941993468
683	0.2939798712
684	0.2937841891
685	0.2936178391
686	0.2934241237
687	0.2932492429
688	0.2930588695
689	0.2929062893
690	0.2927218747
691	0.2925052057
692	0.2923788544
693	0.2922033865
694	0.2919954134
695	0.2918112114
696	0.2915816577
697	0.2914328632
698	0.2912462061
699	0.2909121475
700	0.2907795079
701	0.2906047219
702	0.2903345338
703	0.2901347554
704	0.2899894088
705	0.2897170063
706	0.2894397459
707	0.2893137081
708	0.289155701
709	0.2889982691
710	0.2888701358
711	0.2886610692
712	0.2885158088
713	0.288403148
714	0.2882519684
715	0.2881415054
716	0.2878684564
717	0.2876785127
718	0.2873042975
719	0.2871531534
720	0.2868998989
721	0.2867358805
722	0.2864932959
723	0.2863530672
724	0.2861083501
725	0.2858691951
726	0.2855823798
727	0.2854469845
728	0.285259893
729	0.2850972257
730	0.2849785518
731	0.2847591026
732	0.284634021
733	0.284484477
734	0.2842368562
735	0.2840390227
736	0.2838839631
737	0.2836559552
738	0.2834947406
739	0.2832616265
740	0.2830922708
741	0.2828227979
742	0.2827098541
743	0.282560216
744	0.2824687957
745	0.2822762663
746	0.2820061668
747	0.2818415364
748	0.2817195678
749	0.2814820277
750	0.2811940402
751	0.2809933783
752	0.280824446
753	0.2807007962
754	0.2805452075
755	0.2802823557
756	0.2801395967
757	0.2799806449
758	0.2798417476
759	0.2797102338
760	0.2795574118
761	0.2792793879
762	0.2791211956
763	0.2789876699
764	0.2788341847
765	0.2786179029
766	0.2783723483
767	0.2781503802
768	0.2780050504
769	0.2778401441
770	0.2776155739
771	0.2774664988
772	0.2773418991
773	0.2771619912
774	0.2769228978
775	0.2767425817
776	0.276540872
777	0.2763572346
778	0.2762341831
779	0.2760928093
780	0.2758928625
781	0.275741762
782	0.2754582315
783	0.2753493255
784	0.2751470845
785	0.2749825318
786	0.2748624206
787	0.2747027248
788	0.2745251847
789	0.2743721815
790	0.2742138634
791	0.2740450468
792	0.2738532715
793	0.2737763579
794	0.2736328096
795	0.2734741744
796	0.2733473228
797	0.2732373003
798	0.273097647
799	0.2728295856
800	0.272596619
801	0.2724120472
802	0.2722258084
803	0.2720237209
804	0.2718265817
805	0.2717050161
806	0.2714710029
807	0.2713417106
808	0.27117322
809	0.2709879684
810	0.2707872796
811	0.2705632002
812	0.2703936474
813	0.2702849869
814	0.2700421111
815	0.2698955614
816	0.2697358134
817	0.2695200276
818	0.2693394511
819	0.2692380506
820	0.269047501
821	0.2689349513
822	0.2687724172
823	0.2686379905
824	0.2685070749
825	0.2683462018
826	0.2680951848
827	0.2678346536
828	0.2677131894
829	0.2675964389
830	0.267460103
831	0.2672815198
832	0.2671232979
833	0.266906705
834	0.2667336399
835	0.2665827412
836	0.2664320621
837	0.2662594093
838	0.2660755198
839	0.2658255398
840	0.265658168
841	0.265537027
842	0.2652715596
843	0.2651657188
844	0.265025527
845	0.2648983181
846	0.2647906976
847	0.2646171332
848	0.2644062855
849	0.2642184977
850	0.2640587569
851	0.2638361741
852	0.2637142619
853	0.2635770019
854	0.263463254
855	0.2632564511
856	0.2631685666
857	0.2630309922
858	0.2627941959
859	0.2626283619
860	0.2624616046
861	0.2623613033
862	0.2622742853
863	0.2621784448
864	0.2619917459
865	0.2617921248
866	0.2615263341
867	0.2613856417
868	0.2611109381
869	0.2609282961
870	0.2607987707
871	0.260605267
872	0.2605349788
873	0.2604475574
874	0.2602765991
875	0.2601678405
876	0.2600399054
877	0.2599060696
878	0.2598286697
879	0.2597322028
880	0.2596151338
881	0.2594204617
882	0.2592694678
883	0.2590617633
884	0.2589632949
885	0.2588612885
886	0.2587668024
887	0.2586202698
888	0.2584353437
889	0.2583122901
890	0.2581352025
891	0.2580317411
892	0.2578618218
893	0.2577608325
894	0.2576133102
895	0.2575181524
896	0.2573943821
897	0.2573027615
898	0.2571585015
899	0.2570373156
900	0.256953135
901	0.2568295174
902	0.2567414206
903	0.256637061
904	0.2564848575
905	0.2562733224
906	0.2560948177
907	0.2559872405
908	0.2558870512
909	0.2557802943
910	0.2556595921
911	0.255581635
912	0.255407272
913	0.2552637534
914	0.2550302825
915	0.2548839559
916	0.2547652118
917	0.2546290274
918	0.2545258345
919	0.2543489417
920	0.2542004924
921	0.2540960419
922	0.2539532735
923	0.2537561647
924	0.2536008147
925	0.2534359
926	0.2532541158
927	0.2530752992
928	0.2529408894
929	0.252798788
930	0.252674544
931	0.2525824258
932	0.2524071779
933	0.2522504342
934	0.2520544507
935	0.2519314665
936	0.2518271024
937	0.2517149656
938	0.2515802349
939	0.2514810347
940	0.2513651469
941	0.2511690791
942	0.2510178193
943	0.2508061929
944	0.2506316307
945	0.2505522784
946	0.2503864784
947	0.2501612401
948	0.2499608602
949	0.2497735424
950	0.249655386
951	0.2496032719
952	0.2495231982
953	0.249396597
954	0.2493100885
955	0.2491378412
956	0.2490007489
957	0.2488617302
958	0.2486794399
959	0.2485975416
960	0.2485027302
961	0.2483676715
962	0.2482789899
963	0.248197827
964	0.2479928968
965	0.2479073006
966	0.2477329764
967	0.2475891134
968	0.2474844497
969	0.2473523989
970	0.247257245
971	0.2471762822
972	0.2470563378
973	0.2469712496
974	0.2468636425
975	0.2466645903
976	0.2465516324
977	0.2464408494
978	0.2463678556
979	0.2462486404
980	0.2461590596
981	0.2460141079
982	0.2459248883
983	0.2458775715
984	0.2457067325
985	0.2455397084
986	0.2453831097
987	0.2452627518
988	0.2450982266
989	0.2450192467
990	0.2449006774
991	0.244743417
992	0.2446602978
993	0.2445186276
994	0.2444190465
995	0.2443322612
996	0.2442405227
997	0.2441096696
998	0.2440278287
999	0.2438229151
38068
